Device_id,kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(us),task_stop(us)
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,393,0.780,1788186428057242.815	,1788186428057243.595	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,394,50.940,1788186428058880.975	,1788186428058931.915	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,395,8.900,1788186428059021.595	,1788186428059030.495	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,396,40.700,1788186428060828.475	,1788186428060869.175	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,397,328.200,1788186428061558.975	,1788186428061887.175	
3,clear_ops,MIX_AIC,47,398,34.760,1788186428061888.335	,1788186428061923.095	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,399,0.880,1788186428061924.115	,1788186428061924.995	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,400,0.780,1788186428061925.015	,1788186428061925.795	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,401,0.700,1788186428061925.815	,1788186428061926.515	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,402,0.700,1788186428061926.535	,1788186428061927.235	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,403,0.660,1788186428061950.935	,1788186428061951.595	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,404,0.680,1788186428062011.415	,1788186428062012.095	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,405,49.220,1788186428063620.295	,1788186428063669.515	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,406,8.580,1788186428063783.815	,1788186428063792.395	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,407,42.120,1788186428065628.415	,1788186428065670.535	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,408,330.600,1788186428066299.315	,1788186428066629.915	
3,clear_ops,MIX_AIC,47,409,33.520,1788186428066631.115	,1788186428066664.635	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,410,0.880,1788186428066665.695	,1788186428066666.575	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,411,0.780,1788186428066666.595	,1788186428066667.375	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,412,0.820,1788186428066667.395	,1788186428066668.215	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,413,0.800,1788186428066668.235	,1788186428066669.035	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,414,0.800,1788186428066709.795	,1788186428066710.595	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,415,0.800,1788186428066752.295	,1788186428066753.095	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,416,51.800,1788186428068362.195	,1788186428068413.995	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,417,9.480,1788186428068527.155	,1788186428068536.635	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,418,38.420,1788186428070384.855	,1788186428070423.275	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,419,329.420,1788186428071067.275	,1788186428071396.695	
3,clear_ops,MIX_AIC,47,420,32.540,1788186428071397.735	,1788186428071430.275	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,421,0.800,1788186428071431.035	,1788186428071431.835	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,422,0.660,1788186428071431.855	,1788186428071432.515	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,423,0.760,1788186428071432.535	,1788186428071433.295	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,424,0.740,1788186428071443.875	,1788186428071444.615	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,425,0.740,1788186428071492.395	,1788186428071493.135	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,426,0.740,1788186428071521.915	,1788186428071522.655	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,427,49.300,1788186428073169.475	,1788186428073218.775	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,428,8.700,1788186428073330.295	,1788186428073338.995	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,429,42.300,1788186428075131.775	,1788186428075174.075	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,430,330.880,1788186428075802.275	,1788186428076133.155	
3,clear_ops,MIX_AIC,47,431,35.420,1788186428076134.455	,1788186428076169.875	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,432,0.900,1788186428076170.775	,1788186428076171.675	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,433,0.780,1788186428076171.695	,1788186428076172.475	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,434,0.840,1788186428076172.515	,1788186428076173.355	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,435,0.860,1788186428076218.955	,1788186428076219.815	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,436,0.700,1788186428076264.695	,1788186428076265.395	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,437,0.700,1788186428076298.155	,1788186428076298.855	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,438,50.480,1788186428077921.075	,1788186428077971.555	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,439,9.680,1788186428078081.875	,1788186428078091.555	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,440,41.280,1788186428079916.815	,1788186428079958.095	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,441,328.860,1788186428080597.155	,1788186428080926.015	
3,clear_ops,MIX_AIC,47,442,34.560,1788186428080927.415	,1788186428080961.975	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,443,0.860,1788186428080963.195	,1788186428080964.055	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,444,0.740,1788186428080964.075	,1788186428080964.815	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,445,0.740,1788186428080964.835	,1788186428080965.575	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,446,0.720,1788186428080971.035	,1788186428080971.755	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,447,0.700,1788186428081024.275	,1788186428081024.975	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,448,0.700,1788186428081068.355	,1788186428081069.055	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,449,50.280,1788186428082695.055	,1788186428082745.335	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,450,8.820,1788186428082859.015	,1788186428082867.835	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,451,41.440,1788186428084665.675	,1788186428084707.115	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,452,328.060,1788186428085377.435	,1788186428085705.495	
3,clear_ops,MIX_AIC,47,453,32.900,1788186428085707.095	,1788186428085739.995	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,454,0.800,1788186428085740.995	,1788186428085741.795	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,455,0.700,1788186428085741.815	,1788186428085742.515	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,456,0.720,1788186428085742.535	,1788186428085743.255	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,457,0.720,1788186428085743.275	,1788186428085743.995	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,458,0.720,1788186428085775.795	,1788186428085776.515	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,459,0.720,1788186428085818.915	,1788186428085819.635	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,460,49.760,1788186428087434.175	,1788186428087483.935	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,461,13.260,1788186428087624.275	,1788186428087637.535	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,462,42.240,1788186428089509.935	,1788186428089552.175	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,463,327.540,1788186428090171.255	,1788186428090498.795	
3,clear_ops,MIX_AIC,47,464,33.100,1788186428090500.255	,1788186428090533.355	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,465,0.820,1788186428090534.135	,1788186428090534.955	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,466,0.700,1788186428090534.975	,1788186428090535.675	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,467,0.780,1788186428090535.715	,1788186428090536.495	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,468,0.800,1788186428090536.515	,1788186428090537.315	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,469,0.780,1788186428090569.275	,1788186428090570.055	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,470,0.780,1788186428090598.835	,1788186428090599.615	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,471,49.220,1788186428092221.335	,1788186428092270.555	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,472,9.680,1788186428092401.975	,1788186428092411.655	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,473,41.980,1788186428094231.615	,1788186428094273.595	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,474,327.620,1788186428094911.955	,1788186428095239.575	
3,clear_ops,MIX_AIC,47,475,33.240,1788186428095240.715	,1788186428095273.955	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,476,0.840,1788186428095274.675	,1788186428095275.515	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,477,0.720,1788186428095275.535	,1788186428095276.255	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,478,0.760,1788186428095276.275	,1788186428095277.035	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,479,0.760,1788186428095277.055	,1788186428095277.815	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,480,0.760,1788186428095304.835	,1788186428095305.595	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,481,0.760,1788186428095369.115	,1788186428095369.875	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,482,52.380,1788186428096980.515	,1788186428097032.895	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,483,7.960,1788186428097199.995	,1788186428097207.955	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,484,37.440,1788186428099005.935	,1788186428099043.375	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,485,328.880,1788186428099708.635	,1788186428100037.515	
3,clear_ops,MIX_AIC,47,486,33.460,1788186428100038.675	,1788186428100072.135	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,487,0.880,1788186428100073.215	,1788186428100074.095	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,488,0.780,1788186428100074.115	,1788186428100074.895	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,489,0.760,1788186428100074.935	,1788186428100075.695	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,490,0.760,1788186428100075.715	,1788186428100076.475	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,491,0.740,1788186428100129.295	,1788186428100130.035	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,492,0.740,1788186428100171.775	,1788186428100172.515	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,493,50.700,1788186428101827.995	,1788186428101878.695	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,494,8.760,1788186428101994.075	,1788186428102002.835	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,495,42.320,1788186428103828.755	,1788186428103871.075	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,496,328.100,1788186428104534.955	,1788186428104863.055	
3,clear_ops,MIX_AIC,47,497,35.440,1788186428104864.435	,1788186428104899.875	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,498,1.080,1788186428104900.755	,1788186428104901.835	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,499,0.740,1788186428104901.875	,1788186428104902.615	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,500,0.800,1788186428104902.635	,1788186428104903.435	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,501,0.800,1788186428104912.055	,1788186428104912.855	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,502,0.660,1788186428104955.615	,1788186428104956.275	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,503,0.680,1788186428104992.155	,1788186428104992.835	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,504,49.040,1788186428106649.255	,1788186428106698.295	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,505,8.440,1788186428106822.515	,1788186428106830.955	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,506,43.320,1788186428108671.795	,1788186428108715.115	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,507,329.020,1788186428109394.695	,1788186428109723.715	
3,clear_ops,MIX_AIC,47,508,34.020,1788186428109724.855	,1788186428109758.875	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,509,0.980,1788186428109759.995	,1788186428109760.975	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,510,0.740,1788186428109760.995	,1788186428109761.735	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,511,0.820,1788186428109761.755	,1788186428109762.575	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,512,0.820,1788186428109800.615	,1788186428109801.435	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,513,0.760,1788186428109853.835	,1788186428109854.595	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,514,0.760,1788186428109886.115	,1788186428109886.875	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,515,49.540,1788186428111524.175	,1788186428111573.715	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,516,8.320,1788186428111688.415	,1788186428111696.735	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,517,43.560,1788186428113541.355	,1788186428113584.915	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,518,329.520,1788186428114248.355	,1788186428114577.875	
3,clear_ops,MIX_AIC,47,519,33.260,1788186428114579.175	,1788186428114612.435	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,520,0.780,1788186428114613.135	,1788186428114613.915	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,521,0.660,1788186428114613.935	,1788186428114614.595	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,522,0.700,1788186428114614.635	,1788186428114615.335	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,523,0.700,1788186428114621.395	,1788186428114622.095	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,524,0.720,1788186428114668.555	,1788186428114669.275	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,525,0.720,1788186428114701.035	,1788186428114701.755	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,526,49.620,1788186428116360.475	,1788186428116410.095	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,527,9.640,1788186428116514.915	,1788186428116524.555	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,528,42.000,1788186428118363.275	,1788186428118405.275	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,529,330.160,1788186428119079.415	,1788186428119409.575	
3,clear_ops,MIX_AIC,47,530,35.240,1788186428119411.075	,1788186428119446.315	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,531,0.880,1788186428119447.435	,1788186428119448.315	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,532,0.780,1788186428119448.335	,1788186428119449.115	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,533,0.820,1788186428119449.135	,1788186428119449.955	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,534,0.840,1788186428119461.315	,1788186428119462.155	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,535,0.820,1788186428119510.095	,1788186428119510.915	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,536,0.800,1788186428119552.015	,1788186428119552.815	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,537,49.900,1788186428121194.795	,1788186428121244.695	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,538,8.760,1788186428121360.375	,1788186428121369.135	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,539,39.980,1788186428123233.675	,1788186428123273.655	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,540,328.920,1788186428123917.555	,1788186428124246.475	
3,clear_ops,MIX_AIC,47,541,33.620,1788186428124247.755	,1788186428124281.375	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,542,0.860,1788186428124282.275	,1788186428124283.135	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,543,0.720,1788186428124283.155	,1788186428124283.875	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,544,0.780,1788186428124283.915	,1788186428124284.695	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,545,0.780,1788186428124284.715	,1788186428124285.495	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,546,0.720,1788186428124318.355	,1788186428124319.075	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,547,0.720,1788186428124349.515	,1788186428124350.235	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,548,51.040,1788186428125990.275	,1788186428126041.315	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,549,8.680,1788186428126179.195	,1788186428126187.875	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,550,41.380,1788186428127944.935	,1788186428127986.315	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,551,327.920,1788186428128618.895	,1788186428128946.815	
3,clear_ops,MIX_AIC,47,552,35.780,1788186428128947.895	,1788186428128983.675	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,553,0.920,1788186428128984.895	,1788186428128985.815	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,554,0.820,1788186428128985.835	,1788186428128986.655	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,555,0.720,1788186428128986.675	,1788186428128987.395	
3,sk_scope_kernel_begin_dav_2201,AI_VECTOR_CORE,47,556,0.720,1788186428128987.415	,1788186428128988.135	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,557,0.680,1788186428129018.315	,1788186428129018.995	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,558,0.700,1788186428129060.795	,1788186428129061.495	
3,GroupedMatmul_073724674f6bc75efdc841276e0eb3cc_335741442,MIX_AIC,47,559,50.740,1788186428130688.755	,1788186428130739.495	
3,DequantSwigluQuant_int32_high_performance_100000000,AI_VECTOR_CORE,47,560,8.240,1788186428130828.255	,1788186428130836.495	
3,GroupedMatmul_7027ddb93c25b26c6a749b5e1bdcd245_34697052674,MIX_AIC,47,561,42.440,1788186428132644.235	,1788186428132686.675	
3,DynamicQuant_bf16_1_high_performance_10,AI_VECTOR_CORE,47,562,331.140,1788186428133335.315	,1788186428133666.455	
3,clear_ops,MIX_AIC,47,563,34.060,1788186428133667.595	,1788186428133701.655	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,564,0.880,1788186428133702.755	,1788186428133703.635	
3,sk_placeholder_kernel_dav_2201,AI_VECTOR_CORE,47,565,0.700,1788186428133703.655	,1788186428133704.355	
3,sk_scope_kernel_end_dav_2201,AI_VECTOR_CORE,47,566,0.740,1788186428133704.375	,1788186428133705.115	
3,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,45,0,3.640,1788186478905772.735	,1788186478905776.375	
3,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,45,1,3.500,1788186478905926.415	,1788186478905929.915	
3,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,45,2,1.660,1788186478909300.655	,1788186478909302.315	
3,Fill_41dadce325b0f810d03359af2a38990b_high_performance_210000000,AI_VECTOR_CORE,45,3,2.980,1788186478909350.555	,1788186478909353.535	
3,TensorMove_2060cf8d69781f9a7462e2f67555909f_high_performance__kernel0,AI_VECTOR_CORE,47,567,182.320,1788186479075846.575	,1788186479076028.895	
3,N/A,MODEL_MAINTAINCE,48,6,0.000,1788186479076448.015	,1788186479076448.015	
3,N/A,MODEL_MAINTAINCE,48,7,0.020,1788186479076532.695	,1788186479076532.715	
3,N/A,MODEL_EXECUTE,47,568,5.540,1788186479076854.975	,1788186479076860.515	
3,sk_entry_mix12,MIX_AIC,12,0,484.860,1788186479076861.855	,1788186479077346.715	
3,N/A,MODEL_WAIT_COMPLETE,47,569,22724.020,1788186479076872.935	,1788186479099596.955	
3,sk_entry_mix12,MIX_AIC,12,11,447.120,1788186479077349.615	,1788186479077796.735	
3,sk_entry_mix12,MIX_AIC,12,22,446.600,1788186479077799.715	,1788186479078246.315	
3,sk_entry_mix12,MIX_AIC,12,33,451.560,1788186479078249.235	,1788186479078700.795	
3,sk_entry_mix12,MIX_AIC,12,44,447.120,1788186479078703.655	,1788186479079150.775	
3,sk_entry_mix12,MIX_AIC,12,55,450.500,1788186479079153.675	,1788186479079604.175	
3,sk_entry_mix12,MIX_AIC,12,66,453.700,1788186479079606.875	,1788186479080060.575	
3,sk_entry_mix12,MIX_AIC,12,77,447.200,1788186479080063.695	,1788186479080510.895	
3,sk_entry_mix12,MIX_AIC,12,88,449.500,1788186479080513.855	,1788186479080963.355	
3,sk_entry_mix12,MIX_AIC,12,99,450.240,1788186479080966.455	,1788186479081416.695	
3,sk_entry_mix12,MIX_AIC,12,110,450.280,1788186479081419.635	,1788186479081869.915	
3,sk_entry_mix12,MIX_AIC,12,121,450.440,1788186479081872.755	,1788186479082323.195	
3,sk_entry_mix12,MIX_AIC,12,132,453.720,1788186479082325.875	,1788186479082779.595	
3,sk_entry_mix12,MIX_AIC,12,143,450.040,1788186479082782.695	,1788186479083232.735	
3,sk_entry_mix12,MIX_AIC,12,154,456.700,1788186479083235.455	,1788186479083692.155	
3,sk_entry_mix12,MIX_AIC,12,165,456.700,1788186479083695.015	,1788186479084151.715	
3,sk_entry_mix12,MIX_AIC,12,176,450.140,1788186479084154.335	,1788186479084604.475	
3,sk_entry_mix12,MIX_AIC,12,187,450.280,1788186479084607.315	,1788186479085057.595	
3,sk_entry_mix12,MIX_AIC,12,198,451.480,1788186479085060.515	,1788186479085511.995	
3,sk_entry_mix12,MIX_AIC,12,209,451.000,1788186479085514.895	,1788186479085965.895	
3,sk_entry_mix12,MIX_AIC,12,220,452.420,1788186479085968.615	,1788186479086421.035	
3,sk_entry_mix12,MIX_AIC,12,231,455.120,1788186479086423.615	,1788186479086878.735	
3,sk_entry_mix12,MIX_AIC,12,242,450.020,1788186479086881.615	,1788186479087331.635	
3,sk_entry_mix12,MIX_AIC,12,253,448.360,1788186479087334.715	,1788186479087783.075	
3,sk_entry_mix12,MIX_AIC,12,264,451.880,1788186479087785.995	,1788186479088237.875	
3,sk_entry_mix12,MIX_AIC,12,275,450.320,1788186479088241.015	,1788186479088691.335	
3,sk_entry_mix12,MIX_AIC,12,286,452.260,1788186479088694.475	,1788186479089146.735	
3,sk_entry_mix12,MIX_AIC,12,297,449.980,1788186479089149.375	,1788186479089599.355	
3,sk_entry_mix12,MIX_AIC,12,308,454.280,1788186479089601.995	,1788186479090056.275	
3,sk_entry_mix12,MIX_AIC,12,319,447.760,1788186479090059.335	,1788186479090507.095	
3,sk_entry_mix12,MIX_AIC,12,330,450.120,1788186479090510.095	,1788186479090960.215	
3,sk_entry_mix12,MIX_AIC,12,341,451.800,1788186479090963.155	,1788186479091414.955	
3,sk_entry_mix12,MIX_AIC,12,352,449.660,1788186479091417.695	,1788186479091867.355	
3,sk_entry_mix12,MIX_AIC,12,363,451.460,1788186479091870.255	,1788186479092321.715	
3,sk_entry_mix12,MIX_AIC,12,374,453.740,1788186479092324.615	,1788186479092778.355	
3,sk_entry_mix12,MIX_AIC,12,385,450.980,1788186479092781.415	,1788186479093232.395	
3,sk_entry_mix12,MIX_AIC,12,396,451.820,1788186479093235.035	,1788186479093686.855	
3,sk_entry_mix12,MIX_AIC,12,407,450.740,1788186479093689.415	,1788186479094140.155	
3,sk_entry_mix12,MIX_AIC,12,418,450.600,1788186479094143.255	,1788186479094593.855	
3,sk_entry_mix12,MIX_AIC,12,429,460.420,1788186479094596.415	,1788186479095056.835	
3,sk_entry_mix12,MIX_AIC,12,440,445.980,1788186479095059.595	,1788186479095505.575	
3,sk_entry_mix12,MIX_AIC,12,451,449.120,1788186479095508.475	,1788186479095957.595	
3,sk_entry_mix12,MIX_AIC,12,462,450.600,1788186479095960.315	,1788186479096410.915	
3,sk_entry_mix12,MIX_AIC,12,473,450.040,1788186479096413.535	,1788186479096863.575	
3,sk_entry_mix12,MIX_AIC,12,484,454.580,1788186479096866.155	,1788186479097320.735	
3,sk_entry_mix12,MIX_AIC,12,495,451.320,1788186479097323.555	,1788186479097774.875	
3,sk_entry_mix12,MIX_AIC,12,506,448.760,1788186479097777.955	,1788186479098226.715	
3,sk_entry_mix12,MIX_AIC,12,517,452.880,1788186479098229.875	,1788186479098682.755	
3,sk_entry_mix12,MIX_AIC,12,528,454.800,1788186479098685.475	,1788186479099140.275	
3,sk_entry_mix12,MIX_AIC,12,539,452.220,1788186479099143.375	,1788186479099595.595	
3,N/A,NOTIFY_RECORD,12,550,0.020,1788186479099596.475	,1788186479099596.495	
