Device_id,pid,tid,category,event_type,payload_type,payload_value,Start_time(us),End_time(us),message_type,message,domain,Device Start_time(us),Device End_time(us)
3,2482130,2482130,N/A,start/end,N/A,N/A,1788186479099387.040	,1788186479123016.920	,N/A,custom_sk_model_steps,default,1788186479099779.215	,1788186479123388.315	
