Device_id,Model ID,Task ID,Stream ID,Op Name,OP Type,OP State,Task Type,Task Start Time(us),Task Duration(us),Task Wait Time(us),Block Num,Mix Block Num,HF32 Eligible,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Context ID,aicore_time(us),aic_total_cycles,aic_mac_time(us),aic_mac_ratio,aic_scalar_time(us),aic_scalar_ratio,aic_mte1_time(us),aic_mte1_ratio,aic_mte2_time(us),aic_mte2_ratio,aic_fixpipe_time(us),aic_fixpipe_ratio,aic_icache_miss_rate,aiv_time(us),aiv_total_cycles,aiv_vec_time(us),aiv_vec_ratio,aiv_scalar_time(us),aiv_scalar_ratio,aiv_mte2_time(us),aiv_mte2_ratio,aiv_mte3_time(us),aiv_mte3_ratio,aiv_icache_miss_rate,cube_utilization(%)
3,4294967295,63,47,DequantSwigluQuant,DequantSwigluQuant,dynamic,AI_VECTOR_CORE,1788186117744397.595	,14.000,104.520000,36,0,NO,"""9216,4096;1,4096;9216;;1,2048;;1""",INT32;FLOAT;FLOAT;DT_UNDEFINED;FLOAT;DT_UNDEFINED;INT64,ND;ND;ND;NULL;ND;NULL;ND,"""9216,2048;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.561,627312,0.057,0.005,4.265,0.404,1.841,0.174,0.005,0.0,0.185,0.000
3,4294967295,64,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117746337.975	,39.780,1926.500000,20,20,NO,"""9216,2048;1,2048,7168;;1,7168;;;;1;9216""",INT8;INT8;INT32;DT_BF16;FLOAT;FLOAT16;FLOAT16;INT64;FLOAT,ND;NCL;ND;ND;ND;ND;ND;ND;ND,"""9216,7168""",DT_BF16,ND,0,30.393,1002962,1.453,0.048,12.107,0.398,4.69,0.154,18.788,0.618,4.774,0.157,0.042,30.087,992861,0.217,0.007,4.144,0.138,1.441,0.048,0.183,0.006,0.125,76.402
3,4294967295,65,47,aclnnDynamicQuantV2_DynamicQuant_DynamicQuant,DynamicQuant,dynamic,AI_VECTOR_CORE,1788186117747036.455	,329.320,658.720000,40,0,NO,"""9216,7168""",DT_BF16,ND,"""9216,7168;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.591,21357019,188.861,0.584,30.167,0.093,291.186,0.9,158.673,0.49,0.005,0.000
3,4294967295,66,47,clear_ops,clear_ops,dynamic,MIX_AIC,1788186117747366.835	,29.560,0.930000,20,40,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,27.361,902898,0.0,0.0,4.438,0.162,0.001,0.0,0.001,0.0,0.001,0.0,0.128,27.259,1799081,0.008,0.0,3.73,0.137,0.001,0.0,0.001,0.0,0.149,92.559
3,4294967295,67,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117748875.695	,53.860,1479.440000,20,0,NO,"""9216,7168;1,7168,4096;;;;;;1""",INT8;INT8;INT32;UINT64;FLOAT;FLOAT16;FLOAT16;INT64,ND;NCL;ND;ND;ND;ND;ND;ND,"""9216,4096""",INT32,ND,0,38.095,1257129,2.905,0.076,8.976,0.236,9.375,0.246,32.263,0.847,2.407,0.063,0.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.729
3,4294967295,68,47,DequantSwigluQuant,DequantSwigluQuant,dynamic,AI_VECTOR_CORE,1788186117749031.035	,9.180,101.390000,36,0,NO,"""9216,4096;1,4096;9216;;1,2048;;1""",INT32;FLOAT;FLOAT;DT_UNDEFINED;FLOAT;DT_UNDEFINED;INT64,ND;ND;ND;NULL;ND;NULL;ND,"""9216,2048;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12,304139,0.057,0.011,1.617,0.316,0.569,0.111,0.005,0.001,0.186,0.000
3,4294967295,69,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117750985.655	,39.480,1945.570000,20,20,NO,"""9216,2048;1,2048,7168;;1,7168;;;;1;9216""",INT8;INT8;INT32;DT_BF16;FLOAT;FLOAT16;FLOAT16;INT64;FLOAT,ND;NCL;ND;ND;ND;ND;ND;ND;ND,"""9216,7168""",DT_BF16,ND,0,30.413,1003625,1.453,0.048,12.101,0.398,4.692,0.154,18.798,0.618,4.752,0.156,0.043,30.101,993321,0.211,0.007,4.135,0.137,1.603,0.053,0.18,0.006,0.125,77.034
3,4294967295,70,47,aclnnDynamicQuantV2_DynamicQuant_DynamicQuant,DynamicQuant,dynamic,AI_VECTOR_CORE,1788186117751691.915	,330.100,666.770000,40,0,NO,"""9216,7168""",DT_BF16,ND,"""9216,7168;9216""",INT8;FLOAT,ND;ND,N/A,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.976,21382442,188.859,0.583,30.028,0.093,290.981,0.898,164.882,0.509,0.005,0.000
3,4294967295,71,47,clear_ops,clear_ops,dynamic,MIX_AIC,1788186117752023.115	,29.740,0.900000,20,40,NO,N/A,N/A,N/A,N/A,N/A,N/A,0,27.521,908182,0.0,0.0,4.594,0.167,0.001,0.0,0.001,0.0,0.001,0.0,0.128,27.42,1809739,0.008,0.0,3.753,0.137,0.001,0.0,0.001,0.0,0.149,92.538
3,4294967295,72,47,aclnnGroupedMatmulV5_GroupedMatmul_GroupedMatmul,GroupedMatmul,dynamic,MIX_AIC,1788186117753560.235	,52.300,1507.510000,20,0,NO,"""9216,7168;1,7168,4096;;;;;;1""",INT8;INT8;INT32;UINT64;FLOAT;FLOAT16;FLOAT16;INT64,ND;NCL;ND;ND;ND;ND;ND;ND,"""9216,4096""",INT32,ND,0,38.619,1274413,2.905,0.075,9.159,0.237,9.375,0.243,32.456,0.84,2.407,0.062,0.022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.840
