Device_id,pid,tid,category,event_type,payload_type,payload_value,Start_time(us),End_time(us),message_type,message,domain,Device Start_time(us),Device End_time(us)
3,2478372,2478372,N/A,start/end,N/A,N/A,1788186149739557.750	,1788186149766537.191	,N/A,custom_sk_model_steps,default,1788186149739812.825	,1788186149766788.125	
